Date,Axis Bank,Bandhan Bank,Bank of Baroda,Canara Bank,Federal Bank,HDFC Bank,ICICI Bank,IDFC First Bank,IndusInd Bank,Kotak Mahindra Bank,Punjab National Bank,RBL Bank,State Bank of India,Union Bank of India,Yes Bank,Bajaj Finserv,Bajaj Finance,Chola Finance,IIFL Finance,L&T Finance,LIC Housing Finance,M&M Financial,Manappuram Finance,Muthoot Finance,Power Finance Corp,REC Ltd,Shriram Transport
2005-02-09,0.006295697733884356,0.0,0.018516666961684285,0.024911575396129735,0.005205042817198611,0.030471468793314825,0.010010361676764515,0.0,0.02175832993789972,-0.0025094755755418513,0.025235188488827495,0.0,0.026411501063469792,0.012481295933129334,0.0,0.0030336768595146083,-0.0004025960623591714,0.05479873897922163,0.0,,0.009584596480477261,0.0,0.0,0.0,0.0,0.0,
2005-02-10,-0.025645282171537543,0.0,-0.006453625418756521,-0.004030203511180905,0.005500643816219583,-0.014731469917388752,0.022263703521620243,0.0,-0.036245071812549004,0.03578424722288688,0.005825305571504352,0.0,-0.005689464633593798,0.002136244318392242,0.0,-0.0020521216099197302,0.00040259606235921433,0.00758876493723228,0.0,,-0.0008876582377439683,0.0,0.0,0.0,0.0,0.0,
2005-02-11,0.02391239722954079,0.0,0.002155768257851514,0.008378463767222443,0.0003229887222138164,-0.00779542183543464,0.0005337267399776672,0.0,0.0017153544531307015,0.0007575253053333991,-0.0011859511625676015,0.0,0.008521856137506499,0.003833821400025035,0.0,0.014739240974735295,0.03438224082087218,0.010936642369569368,0.0,,0.0114791305261257,0.0,0.0,0.0,0.0,0.0,
2005-02-14,0.0030304135595433735,0.0,0.014963111742099506,0.001667286487523743,0.008671760023309149,-0.01110482385647498,0.015615005694240982,0.0,-0.016414973124788398,-0.025919817062592485,-0.004997070216410692,0.0,0.017430130087982287,-0.011115770933209274,0.0,-0.007203519494089898,0.002800208315912041,-0.010936642369569358,0.0,,0.024071295047226417,0.0,0.0,0.0,0.0,0.0,
2005-02-15,-0.0017305402305647522,0.0,-0.009236093171067258,-0.009564671792271329,0.015863378558679555,-0.01087397881203707,0.006152234516884338,0.0,0.006944441438571908,-0.026609494058471052,0.005234307412314605,0.0,-0.00663325147969034,-0.014725163370228358,0.0,-0.009873587022845543,0.013421407891505237,-0.013144302604076723,0.0,,0.07906977460712736,0.0,0.0,0.0,0.0,0.0,
2005-02-16,0.004104867611339063,0.0,-0.02626007857249386,-0.027279159647473468,-0.026149721489935742,-0.0008895137714059167,-0.019901984145590374,0.0,-0.020096648950855694,-0.02668130644581868,0.007918186806604293,0.0,0.0030205551247501927,0.004787772044245964,0.0,-0.021190618459077593,0.027583681375575216,-0.014731991149069352,0.0,,-0.04536076547813073,0.0,0.0,0.0,0.0,0.0,
2005-02-17,-0.05040849760558115,0.0,0.008341582851863637,0.008605128094925876,-0.008436108243740055,-0.0066053111456126044,0.0013305529015602833,0.0,-0.0295591210468799,-0.006081953040705852,0.0004708258188246859,0.0,-0.005216080626248522,-0.025507251902462353,0.0,-0.007582188156522837,-0.017520049396151583,-0.002122326674935298,0.0,,0.03341085884945155,0.0,0.0,0.0,0.0,0.0,
2005-02-18,-0.0020429748508196243,0.0,-0.0034263424245612336,-0.0024511848938723593,0.011017846137296065,0.010512458161691475,0.014910573112489398,0.0,-0.009132383144455636,-0.010941738404828398,-0.005900531010061095,0.0,-0.002200274328543521,-0.021082298687063405,0.0,-0.0009637213403176758,-0.021003221764631562,0.0035345999556783037,0.0,,0.004398367715709179,0.0,0.0,0.0,0.0,0.0,
2005-02-21,0.042266502530321846,0.0,-0.022812594728210466,-0.01060834686029669,0.01788600375365841,-0.0065797943075149145,-0.01398055875208756,0.0,0.0,0.01521948620229889,0.0068411283020919636,0.0,0.0037908050969100646,-0.022009752005231174,0.0,-0.008960034623152655,0.0017796751627929095,-0.006371592598830315,0.0,,-0.01406206683449342,0.0,0.0,0.0,0.0,0.0,
2005-02-22,0.008026654086131027,0.0,0.03886365929629775,0.0401076326097289,0.002844919946468561,0.0001785236974190156,-0.004793227499056302,0.0,0.0172809274269933,0.023526814937801795,0.00866144691924317,0.0,0.029231679345453582,0.06949781179914119,0.0,0.02256046899456985,0.06858090510403206,0.035581007540303425,0.0,,0.009062704438003884,0.0,0.0,0.0,0.0,0.0,
2005-02-23,-0.01480233083682063,0.0,-0.007507299944484161,-0.0071735376332935875,-0.007604619534329317,-0.004469574601178719,-0.002404706891864299,0.0,0.004498744208359734,0.035754376491129614,-0.009249427825601808,0.0,-0.004935923426480838,0.013163728963577596,0.0,-0.010615748287116792,0.05826883860065088,0.012261766029580462,0.0,,0.0006009946807801263,0.0,0.0,0.0,0.0,0.0,
2005-02-24,0.0028469231716705063,0.0,-0.005361797749882261,-0.014260354330803575,-0.009266688925688186,0.03156960739130359,-0.011707025745674473,0.0,-0.022697571110778476,-0.0010837266321886987,0.0240560149295128,0.0,0.020396005312033214,-0.022482666349847337,0.0,-0.02635113502091036,0.028537619748660963,-0.008158000780930348,0.0,,-0.007844575710993758,0.0,0.0,0.0,0.0,0.0,
